school,midcareer_pay,annual_cost,median_debt,total_cost,roi_debt_adjusted,earn_premium,break_even_years,sector
University of Pittsburgh-Titusville,66125.0,11918.0,20500.0,11918.0,2.8282429937909046,27705.0,1.1701136978884679,Public
Pittsburgh Institute of Aeronautics,66642.0,17725.0,12000.0,17725.0,2.082764456981664,28222.0,1.0532563248529516,Private_nonprofit
Pittsburgh Institute of Mortuary Science Inc,53524.0,,15009.0,,,15104.0,,Private_nonprofit
Pittsburgh Technical College,40770.0,18980.0,13166.0,18980.0,0.4543730242360379,2350.0,13.679148936170213,Private_nonprofit
Pittsburgh Theological Seminary,,,,,,,,Private_nonprofit
Point Park University,45856.0,38160.0,20957.0,38160.0,-0.3475104821802935,7436.0,7.95010758472297,Private_nonprofit
Joseph F McCloskey School of Nursing,86138.0,,14000.0,,,47718.0,,Private_nonprofit
The Salon Professional Academy-Altoona,20809.0,,6333.0,,,-17611.0,,Private_forprofit
Reading Area Community College,39082.0,6270.0,8250.0,6270.0,3.9173843700159487,662.0,21.93353474320242,Public
Reading Hospital School of Health Sciences,74572.0,11915.0,17250.0,11915.0,3.810910616869492,36152.0,0.806732684222173,Private_nonprofit
Reconstructionist Rabbinical College,,,,,,,,Private_nonprofit
Walnut Hill College,36689.0,23550.0,12000.0,23550.0,0.0483651804670913,-1731.0,,Private_forprofit
Robert Morris University,62105.0,34940.0,23250.0,34940.0,0.11204922724670864,23685.0,2.456829216803884,Private_nonprofit
Rosedale Technical College,47880.0,16700.0,12000.0,16700.0,1.148502994011976,9460.0,3.033826638477801,Private_nonprofit
Rosemont College,48555.0,22171.0,27000.0,22171.0,-0.0277840422173109,10135.0,4.851603354711396,Private_nonprofit
Saint Francis University,62101.0,41720.0,27000.0,41720.0,-0.1586529242569511,23681.0,2.901904480385119,Private_nonprofit
Saint Joseph's University,86881.0,51340.0,21500.0,51340.0,0.273490455784963,48461.0,1.503064319762283,Private_nonprofit
Saint Vincent College,59982.0,41100.0,23250.0,41100.0,-0.10627737226277373,21562.0,2.984417029960115,Private_nonprofit
Saint Vincent Seminary,59982.0,,23250.0,,,21562.0,,Private_nonprofit
Schuylkill Technology Center,49148.0,,9873.0,,,10728.0,,Public
University of Scranton,74652.0,52309.0,25500.0,52309.0,-0.06035290294213233,36232.0,2.1475215279311106,Private_nonprofit
Seton Hill University,51748.0,41414.0,23000.0,41414.0,-0.3058386053025547,13328.0,4.832983193277311,Private_nonprofit
UPMC Shadyside School of Nursing,68801.0,16190.0,12000.0,16190.0,2.50840024706609,30381.0,0.9278825581778085,Private_nonprofit
Sharon Regional School of Nursing,74189.0,,5500.0,,,35769.0,,Private_forprofit
Laurel Technical Institute,28311.0,11470.0,9080.0,11470.0,0.6766346992153444,-10109.0,,Private_forprofit
Shippensburg University of Pennsylvania,56351.0,13544.0,16192.0,13544.0,1.965076786769049,17931.0,1.658357035301991,Public
Slippery Rock University of Pennsylvania,53032.0,10507.0,19500.0,10507.0,2.19139621204911,14612.0,2.0535860936216808,Public
Saint Charles Borromeo Seminary-Overbrook,55225.0,25023.0,13000.0,25023.0,0.6874475482556048,16805.0,2.262600416542696,Private_nonprofit
South Hills Beauty Academy,23453.0,,3431.0,,,-14967.0,,Private_forprofit
South Hills School of Business & Technology,35539.0,19208.0,12000.0,19208.0,0.2254789670970429,-2881.0,,Private_forprofit
St Lukes Hospital School of Nursing,80244.0,,9834.0,,,41824.0,,Private_nonprofit
The Beauty Institute,30577.0,,8802.0,,,-7843.0,,Private_forprofit
Susquehanna University,61723.0,57400.0,27000.0,57400.0,-0.3950696864111498,23303.0,3.6218512637857785,Private_nonprofit
Swarthmore College,80257.0,62412.0,13000.0,62412.0,0.07762930205729668,41837.0,1.802519301097115,Private_nonprofit
Thaddeus Stevens College of Technology,54681.0,9050.0,6625.0,9050.0,4.310055248618784,16261.0,0.9639628559129205,Public
Talmudical Yeshiva of Philadelphia,,10869.0,,10869.0,,,,Private_nonprofit
Temple University,63727.0,22082.0,19750.0,22082.0,0.9915315641699122,25307.0,1.6529813885486229,Public
Theological Seminary of the Reformed Episcopal Church,,,,,,,,Private_nonprofit
Thiel College,49714.0,36864.0,18250.0,36864.0,-0.146484375,11294.0,4.87993624933593,Private_nonprofit
Thomas Jefferson University,77449.0,45683.0,12500.0,45683.0,0.4217323730928354,39029.0,1.4907632785877167,Private_nonprofit
Triangle Tech Inc-Pittsburgh,51953.0,18538.0,12000.0,18538.0,1.1551947351386342,13533.0,2.2565580433015593,Private_forprofit
Triangle Tech Inc-Greensburg,53788.0,18513.0,12000.0,18513.0,1.257224652946578,15368.0,1.9854893284747528,Private_forprofit
Triangle Tech Inc-Dubois,45538.0,18575.0,12000.0,18575.0,0.8055450874831763,7118.0,4.295448159595392,Private_forprofit
Trinity Episcopal School for Ministry,,,,,,,,Private_nonprofit
Ursinus College,73721.0,59196.0,26000.0,59196.0,-0.19384755726738293,35301.0,2.413416050536812,Private_nonprofit
University of Valley Forge,39016.0,24510.0,20166.0,24510.0,-0.23092615259077928,596.0,74.95973154362416,Private_nonprofit
Valley Forge Military College,50798.0,32176.0,9500.0,32176.0,0.28350323222277474,12378.0,3.3669413475521086,Private_nonprofit
Venus Beauty Academy,22727.0,,5500.0,,,-15693.0,,Private_forprofit
Villanova University,100423.0,64701.0,25000.0,64701.0,0.1657161403996847,62003.0,1.446720319984517,Private_nonprofit
Washington Health System School of Nursing,63504.0,,12000.0,,,25084.0,,Private_nonprofit
Washington & Jefferson College,67918.0,28185.0,26000.0,28185.0,0.4872449884690438,29498.0,1.8369041968947046,Private_nonprofit
Waynesburg University,58537.0,29460.0,21500.0,29460.0,0.25719619823489476,20117.0,2.533180891783069,Private_nonprofit
Welder Training and Testing Institute,55598.0,,5500.0,,,17178.0,,Private_forprofit
West Chester University of Pennsylvania,61258.0,10687.0,18750.0,10687.0,2.977542809020305,22838.0,1.2889482441544793,Public
Western Pennsylvania Hospital School of Nursing,56487.0,12886.0,12000.0,12886.0,2.4523513891044546,18067.0,1.3774284607295069,Private_nonprofit
Westminster College,53861.0,39470.0,22825.0,39470.0,-0.21368127691917913,15441.0,4.034388964445308,Private_nonprofit
Westminster Theological Seminary,,,,,,,,Private_nonprofit
Westmoreland County Community College,37439.0,5880.0,8977.0,5880.0,3.8404761904761906,-981.0,,Public
Widener University,70920.0,53638.0,24567.0,53638.0,-0.1358178903016518,32500.0,2.4063076923076925,Private_nonprofit
Wilkes University,63454.0,42286.0,20500.0,42286.0,0.015797190559523246,25034.0,2.508029080450587,Private_nonprofit
Williamson College of the Trades,,30858.0,,30858.0,,,,Private_nonprofit
Wilson College,43326.0,27000.0,19500.0,27000.0,-0.11755555555555555,4906.0,9.478189971463514,Private_nonprofit
Yeshivath Beth Moshe,,10400.0,,10400.0,,,,Private_nonprofit
York College of Pennsylvania,61012.0,24606.0,19500.0,24606.0,0.6870681947492482,22592.0,1.9522839943342776,Private_nonprofit
YTI Career Institute-York,40672.0,,9500.0,,,2252.0,,Private_forprofit
Brown University,93487.0,68230.0,10000.0,68230.0,0.22361131467096584,55067.0,1.420633047015454,Private_nonprofit
Bryant University,90008.0,51169.0,23250.0,51169.0,0.30465711661357464,51588.0,1.4425641622082654,Private_nonprofit
Johnson & Wales University-Providence,43418.0,40408.0,16334.0,40408.0,-0.32973668580479115,4998.0,11.352941176470589,Private_nonprofit
New England Institute of Technology,48684.0,35625.0,12000.0,35625.0,0.029726315789473684,10264.0,4.640003897116134,Private_nonprofit
New England Tractor Trailer Training School of Rhode Island,53085.0,,6333.0,,,14665.0,,Private_forprofit
Providence College,87054.0,60848.0,27000.0,60848.0,-0.01304890875624507,48634.0,1.8063083439569025,Private_nonprofit
Rhode Island College,56318.0,10986.0,13833.0,10986.0,2.8671946113235025,17898.0,1.3866912504190412,Public
Community College of Rhode Island,42659.0,5326.0,5567.0,5326.0,5.964325948178746,4239.0,2.5697098372257607,Public
University of Rhode Island,69743.0,16408.0,17750.0,16408.0,2.168759141882009,31323.0,1.0905085719758645,Public
Rhode Island School of Design,68140.0,59760.0,23250.0,59760.0,-0.24882864792503348,29720.0,2.7930686406460294,Private_nonprofit
Roger Williams University,70266.0,42666.0,19500.0,42666.0,0.18984671635494305,31846.0,1.9520818941154305,Private_nonprofit
Salve Regina University,72975.0,47930.0,27000.0,47930.0,-0.04078865011475068,34555.0,2.1684271451309507,Private_nonprofit
Empire Beauty School-Warwick,23589.0,,6333.0,,,-14831.0,,Private_forprofit
Northpoint Bible College,42210.0,14160.0,16657.0,14160.0,0.804590395480226,3790.0,8.1311345646438,Private_nonprofit
Aiken Technical College,39225.0,5044.0,7110.0,5044.0,5.366970658207771,805.0,15.098136645962732,Public
Allen University,30497.0,14304.0,12000.0,14304.0,0.2931347874720358,-7923.0,,Private_nonprofit
Anderson University,42101.0,33580.0,22000.0,33580.0,-0.40139964264443123,3681.0,15.099157837544146,Private_nonprofit
Charleston Southern University,45898.0,31030.0,18250.0,31030.0,-0.10899129874315179,7478.0,6.589997325488098,Private_nonprofit
Technical College of the Lowcountry,35090.0,5500.0,6431.0,5500.0,4.210727272727273,-3330.0,,Public
Benedict College,31902.0,18000.0,16000.0,18000.0,-0.11655555555555555,-6518.0,,Private_nonprofit
Bob Jones University,44354.0,23400.0,12453.0,23400.0,0.3632905982905983,5934.0,6.041961577350859,Private_nonprofit
Southern Wesleyan University,47756.0,27870.0,19500.0,27870.0,0.013850017940437746,9336.0,5.073907455012853,Private_nonprofit
Charleston Cosmetology Institute,25812.0,,4307.0,,,-12608.0,,Private_forprofit
College of Charleston,56416.0,12978.0,17500.0,12978.0,1.998613037447989,17996.0,1.6935985774616582,Public
Charzanne Beauty College,21229.0,,8000.0,,,-17191.0,,Private_forprofit
Northeastern Technical College,32141.0,5664.0,,5664.0,,-6279.0,,Public
Citadel Military College of South Carolina,72085.0,12570.0,18000.0,12570.0,3.3027048528241845,33665.0,0.9080647556809743,Public
Claflin University,40304.0,17046.0,22049.0,17046.0,0.07092573037662794,1884.0,20.751061571125266,Private_nonprofit
Clemson University,71513.0,15554.0,19000.0,15554.0,2.376173331618876,33093.0,1.044148309310126,Public
Clinton College,30180.0,10516.0,12000.0,10516.0,0.7287942183339673,-8240.0,,Private_nonprofit
Coker University,40117.0,31854.0,15000.0,31854.0,-0.21149620141897407,1697.0,27.609899823217443,Private_nonprofit
Columbia International University,38951.0,27900.0,10500.0,27900.0,0.019749103942652328,531.0,72.31638418079096,Private_nonprofit
Columbia College,41338.0,21450.0,14750.0,21450.0,0.23953379953379952,2918.0,12.405757368060316,Private_nonprofit
Converse University,40867.0,23096.0,22500.0,23096.0,-0.20475406996882578,2447.0,18.63342868818962,Private_nonprofit
Denmark Technical College,25351.0,6301.0,6750.0,6301.0,1.9520710998254245,-13069.0,,Public
Erskine College,53459.0,36710.0,9500.0,36710.0,0.19746663034595477,15039.0,3.0726777046346165,Private_nonprofit
Florence-Darlington Technical College,32748.0,4636.0,6750.0,4636.0,4.6078515962036235,-5672.0,,Public
Francis Marion University,43888.0,11160.0,15617.0,11160.0,1.5332437275985662,5468.0,4.897037307973665,Public
Furman University,68635.0,58312.0,19500.0,58312.0,-0.1573775552201948,30215.0,2.5752771802085057,Private_nonprofit
Greenville Technical College,39473.0,5639.0,8604.0,5639.0,4.474197552757581,1053.0,13.526115859449193,Public
Horry-Georgetown Technical College,35507.0,4468.0,8250.0,4468.0,5.100492390331245,-2913.0,,Public
Kenneth Shuler School of Cosmetology-North Augusta,25542.0,,5825.0,,,-12878.0,,Private_forprofit
Kenneth Shuler School of Cosmetology and Nails-Columbia,25088.0,,5775.0,,,-13332.0,,Private_forprofit
Lander University,42396.0,11700.0,12503.0,11700.0,1.554957264957265,3976.0,6.087273641851106,Public
Limestone University,44999.0,27500.0,18750.0,27500.0,-0.04549090909090909,6579.0,7.029943760449917,Private_nonprofit
Medical University of South Carolina,88420.0,,13021.0,,,50000.0,,Public
Midlands Technical College,38701.0,4788.0,6750.0,4788.0,5.673141186299081,281.0,41.06049822064057,Public
Morris College,30614.0,16224.0,14750.0,16224.0,-0.022189349112426034,-7806.0,,Private_nonprofit
Newberry College,48040.0,30050.0,15750.0,30050.0,0.07454242928452579,9620.0,4.760914760914761,Private_nonprofit
North Greenville University,43035.0,24650.0,15000.0,24650.0,0.13732251521298175,4615.0,8.591549295774648,Private_nonprofit
Orangeburg Calhoun Technical College,35761.0,4970.0,7000.0,4970.0,4.78692152917505,-2659.0,,Public
Piedmont Technical College,35768.0,4775.0,9500.0,4775.0,4.501151832460733,-2652.0,,Public
Presbyterian College,60194.0,43300.0,13000.0,43300.0,0.08993071593533487,21774.0,2.585652613208414,Private_nonprofit
University of South Carolina Aiken,45603.0,10760.0,13000.0,10760.0,2.030018587360595,7183.0,3.30781010719755,Public
University of South Carolina Beaufort,48088.0,10730.0,13750.0,10730.0,2.2001863932898416,9668.0,2.5320645428216797,Public
University of South Carolina-Columbia,62177.0,12688.0,18500.0,12688.0,2.442386506935687,23757.0,1.3127920191943427,Public
University of South Carolina-Lancaster,39426.0,7558.0,5500.0,7558.0,3.4887536385287112,1006.0,12.980119284294235,Public
University of South Carolina-Salkehatchie,31360.0,7558.0,6500.0,7558.0,2.2892299550145543,-7060.0,,Public
University of South Carolina-Sumter,42437.0,7558.0,5500.0,7558.0,3.8871394548822438,4017.0,3.250684590490416,Public
University of South Carolina-Union,33699.0,7558.0,5500.0,7558.0,2.7310134956337655,-4721.0,,Public
Coastal Carolina University,47258.0,11640.0,16979.0,11640.0,1.6012886597938145,8838.0,3.2381760579316587,Public
South Carolina State University,38262.0,11060.0,20900.0,11060.0,0.5698010849909584,-158.0,,Public
University of South Carolina-Upstate,48587.0,11583.0,15000.0,11583.0,1.899680566347233,10167.0,2.614635585718501,Public
Sherman College of Chiropractic,,,,,,,,Private_nonprofit
Spartanburg Methodist College,42895.0,19350.0,7500.0,19350.0,0.8291989664082687,4475.0,6.0,Private_nonprofit
Spartanburg Community College,37097.0,5046.0,5143.0,5046.0,5.332540626238605,-1323.0,,Public
Central Carolina Technical College,32603.0,5715.0,6821.0,5715.0,3.5112860892388453,-5817.0,,Public
Tri-County Technical College,40101.0,4448.0,5500.0,4448.0,6.7790017985611515,1681.0,5.917906008328376,Public
Trident Technical College,38253.0,4564.0,6500.0,4564.0,5.957274320771253,-167.0,,Public
Voorhees University,35339.0,12630.0,15245.0,12630.0,0.5909738717339668,-3081.0,,Private_nonprofit
Williamsburg Technical College,29935.0,4488.0,,4488.0,,-8485.0,,Public
Winthrop University,47185.0,15956.0,19000.0,15956.0,0.7664201554274254,8765.0,3.9881346263548205,Public
Wofford College,68964.0,54100.0,20500.0,54100.0,-0.10417744916820702,30544.0,2.4423782084861183,Private_nonprofit
York Technical College,37257.0,5512.0,5136.0,5512.0,4.827467343976778,-1163.0,,Public
Augustana University,59217.0,39190.0,21250.0,39190.0,-0.031206940546057667,20797.0,2.9061883925566185,Private_nonprofit
The Salon Professional Academy,23641.0,,7315.0,,,-14779.0,,Private_forprofit
Black Hills State University,46674.0,9000.0,15000.0,9000.0,2.5193333333333334,8254.0,2.9076811243033682,Public
Dakota State University,50970.0,9633.0,14250.0,9633.0,2.8118966054188728,12550.0,1.903027888446215,Public
Dakota Wesleyan University,53728.0,32890.0,19500.0,32890.0,0.04068105807236242,15308.0,3.4223935197282467,Private_nonprofit
Paul Mitchell the School-Rapid City,29547.0,,7083.0,,,-8873.0,,Private_forprofit
Lake Area Technical College,45473.0,6718.0,9888.0,6718.0,4.296963381958916,7053.0,2.3544590954203883,Public
Avera McKennan Hospital School of Radiologic Technology,,,,,,,,Private_nonprofit
Mitchell Technical College,50743.0,7524.0,8403.0,7524.0,4.627325890483785,12323.0,1.2924612513186724,Public
Mount Marty University,48179.0,33100.0,14750.0,33100.0,0.009939577039274925,9759.0,4.903166308023363,Private_nonprofit
National American University-Rapid City,37325.0,16065.0,20120.0,16065.0,0.07096171802054155,-1095.0,,Private_forprofit
Kairos University,,,,,,,,Private_nonprofit
Northern State University,47618.0,8845.0,15750.0,8845.0,2.6029395138496327,9198.0,2.6739508588823657,Public
Oglala Lakota College,22517.0,2684.0,,2684.0,,-15903.0,,Public
Avera Sacred Heart Hospital,,,,,,,,Private_nonprofit
South Dakota School of Mines and Technology,72257.0,10400.0,17306.0,10400.0,4.28375,33837.0,0.8188078139314952,Public
South Dakota State University,55070.0,9299.0,16246.0,9299.0,3.175072588450371,16650.0,1.5342342342342343,Public
Sinte Gleska University,20948.0,4714.0,,4714.0,,-17472.0,,Public
University of Sioux Falls,54521.0,20740.0,16141.0,20740.0,0.8505303760848602,16101.0,2.2906030681324143,Private_nonprofit
Sanford Medical Center,,,,,,,,Private_nonprofit
Sisseton Wahpeton College,31546.0,4330.0,,4330.0,,-6874.0,,Public
Southeast Technical College,46709.0,7650.0,9500.0,7650.0,3.863921568627451,8289.0,2.0690071178670526,Public
Stewart School,31843.0,,6168.0,,,-6577.0,,Private_forprofit
University of South Dakota,51926.0,9432.0,17500.0,9432.0,2.6499151823579306,13506.0,1.9940767066488967,Public
Western Dakota Technical College,40240.0,8008.0,9500.0,8008.0,2.8386613386613386,1820.0,9.61978021978022,Public
American Baptist College,41216.0,12474.0,19000.0,12474.0,0.7809844476511143,2796.0,11.256795422031473,Private_nonprofit
Arnolds Beauty School,27828.0,,7667.0,,,-10592.0,,Private_forprofit
Tennessee College of Applied Technology-Athens,40540.0,,,,,2120.0,,Public
Austin Peay State University,44301.0,8675.0,13202.0,8675.0,2.584899135446686,5881.0,3.7199455874851215,Public
Baptist Health Sciences University,72529.0,13846.0,16170.0,13846.0,3.0704174490827674,34109.0,0.8800023454220294,Private_nonprofit
Belmont University,55930.0,41320.0,17500.0,41320.0,-0.06994191674733785,17510.0,3.3592233009708736,Private_nonprofit
Bethel University,47482.0,18168.0,16750.0,18168.0,0.691545574636724,9062.0,3.853233281836239,Private_nonprofit
Bryan College-Dayton,54434.0,18900.0,13000.0,18900.0,1.1922751322751324,16014.0,1.9920069938803546,Private_nonprofit
Carson-Newman University,48382.0,34700.0,14519.0,34700.0,-0.024121037463976945,9962.0,4.9406745633406945,Private_nonprofit
Chattanooga State Community College,37598.0,4550.0,7249.0,4550.0,5.67010989010989,-822.0,,Public
Christian Brothers University,57478.0,37300.0,17589.0,37300.0,0.06941018766756032,19058.0,2.880102843950047,Private_nonprofit
Pentecostal Theological Seminary,,,,,,,,Private_nonprofit
Austin's Beauty College Inc,,,7917.0,,,,,Private_forprofit
Cleveland State Community College,36671.0,4530.0,5481.0,4530.0,5.885209713024283,-1749.0,,Public
Columbia State Community College,40256.0,4904.0,5500.0,4904.0,6.087275693311582,1836.0,5.666666666666667,Public
Concorde Career College-Memphis,31599.0,,9500.0,,,-6821.0,,Private_forprofit
Cumberland University,57687.0,27840.0,11250.0,27840.0,0.6679956896551724,19267.0,2.028857632220896,Private_nonprofit
Lipscomb University,55541.0,38824.0,15350.0,38824.0,0.035210179270554295,17121.0,3.1641843350271595,Private_nonprofit
Tennessee College of Applied Technology-Dickson,36829.0,,,,,-1591.0,,Public
Dyersburg State Community College,36132.0,4540.0,4475.0,4540.0,5.972907488986784,-2288.0,,Public
East Tennessee State University,44859.0,9950.0,14400.0,9950.0,2.0612060301507538,6439.0,3.781643112284516,Public
Chattanooga College Medical Dental and & Technical Careers,25954.0,10690.0,5457.0,10690.0,0.917399438727783,-12466.0,,Private_forprofit
Tennessee College of Applied Technology-Elizabethton,35069.0,,,,,-3351.0,,Public
The Hair Academy LLC,22193.0,,6740.0,,,-16227.0,,Private_forprofit
Fisk University,45454.0,24298.0,14250.0,24298.0,0.28422092353280104,7034.0,5.4802388399203865,Private_nonprofit
Welch College,42198.0,20796.0,11375.0,20796.0,0.4821600307751491,3778.0,8.515352038115404,Private_nonprofit
Freed-Hardeman University,47485.0,25000.0,16750.0,25000.0,0.2294,9065.0,4.605626034197463,Private_nonprofit
Tennessee College of Applied Technology-Harriman,31591.0,,,,,-6829.0,,Public
Tennessee College of Applied Technology-Hartsville,40469.0,,,,,2049.0,,Public
Tennessee College of Applied Technology-Hohenwald,36106.0,,,,,-2314.0,,Public
Tennessee College of Applied Technology-Jacksboro,36449.0,,,,,-1971.0,,Public
Jackson State Community College,35224.0,4516.0,,4516.0,,-3196.0,,Public
John A Gupton College,46902.0,12040.0,5999.0,12040.0,2.3972591362126248,8482.0,2.126738976656449,Private_nonprofit
Johnson University,40596.0,20318.0,13500.0,20318.0,0.33359582636086227,2176.0,15.541360294117647,Private_nonprofit
Paul Mitchell the School-Murfreesboro,30461.0,,7917.0,,,-7959.0,,Private_forprofit
King University,59831.0,34800.0,18000.0,34800.0,0.20204022988505746,21411.0,2.466022138153286,Private_nonprofit
South College,36642.0,17935.0,9500.0,17935.0,0.5133537775299694,-1778.0,,Private_forprofit
Lane College,31670.0,11790.0,16750.0,11790.0,0.26547921967769295,-6750.0,,Private_nonprofit
Le Moyne-Owen College,35594.0,12076.0,17000.0,12076.0,0.5397482610135806,-2826.0,,Private_nonprofit
Lee University,43222.0,22690.0,19500.0,22690.0,0.04548259144997796,4802.0,8.785922532278217,Private_nonprofit
Lincoln Memorial University,49956.0,26150.0,15337.0,26150.0,0.3238623326959847,11536.0,3.5963072122052706,Private_nonprofit
Tennessee College of Applied Technology-Livingston,33497.0,,,,,-4923.0,,Public
The University of Tennessee Southern,38924.0,10506.0,11175.0,10506.0,1.6412526175518751,504.0,43.017857142857146,Public
Maryville College,49279.0,38514.0,15000.0,38514.0,-0.10996001454016721,10859.0,4.928078091905332,Private_nonprofit
Tennessee College of Applied Technology-McKenzie,36720.0,,,,,-1700.0,,Public
Genesis Career College-Cookeville,22652.0,,5500.0,,,-15768.0,,Private_forprofit
Meharry Medical College,,,,,,,,Private_nonprofit
Tennessee College of Applied Technology-Memphis,31192.0,,,,,-7228.0,,Public
University of Memphis,48458.0,10344.0,15809.0,10344.0,2.156322505800464,10038.0,2.6053994819685196,Public
Memphis Theological Seminary,,,,,,,,Private_nonprofit
Middle Tennessee State University,48541.0,9506.0,14093.0,9506.0,2.623816536924048,10121.0,2.331686592233969,Public
Middle Tennessee School of Anesthesia Inc,,,,,,,,Private_nonprofit
Tennessee College of Applied Technology-Morristown,38837.0,,,,,417.0,,Public
Motlow State Community College,40397.0,4536.0,3000.0,4536.0,7.2444885361552025,1977.0,3.811836115326252,Public
Tennessee College of Applied Technology-Murfreesboro,40869.0,,,,,2449.0,,Public
Lincoln College of Technology-Nashville,46396.0,,9524.0,,,7976.0,,Private_forprofit
Nashville State Community College,38519.0,4498.0,6500.0,4498.0,6.118497109826589,99.0,111.0909090909091,Public
Tennessee College of Applied Technology Northwest,38514.0,,,,,94.0,,Public
Tennessee College of Applied Technology-Henry/Carroll,29074.0,,,,,-9346.0,,Public
Tennessee College of Applied Technology-Pulaski,40368.0,,,,,1948.0,,Public
Rhodes College,66651.0,54892.0,19349.0,54892.0,-0.13827151497485973,28231.0,2.6297686939888774,Private_nonprofit
Roane State Community College,39407.0,4762.0,6426.0,4762.0,5.925871482570349,987.0,11.335359675785208,Public
Tennessee College of Applied Technology-Crump,30796.0,,,,,-7624.0,,Public
Southwest Tennessee Community College,34071.0,4550.0,,4550.0,,-4349.0,,Public
Tennessee College of Applied Technology-Shelbyville,38700.0,,,,,280.0,,Public
The University of the South,64911.0,53698.0,17750.0,53698.0,-0.12173637751871579,26491.0,2.6970669283907744,Private_nonprofit
Tennessee College of Applied Technology-Oneida-Huntsville,31949.0,,,,,-6471.0,,Public
Tennessee College of Applied Technology-Crossville,35551.0,,,,,-2869.0,,Public
Tennessee College of Applied Technology-McMinnville,40322.0,,,,,1902.0,,Public
Tennessee College of Applied Technology-Jackson,38383.0,,,,,-37.0,,Public
Tennessee College of Applied Technology-Knoxville,37235.0,,,,,-1185.0,,Public
Pellissippi State Community College,38440.0,4576.0,5500.0,4576.0,6.198426573426573,20.0,503.8,Public
Southern Adventist University,53723.0,25590.0,18000.0,25590.0,0.3959749902305588,15303.0,2.8484610860615565,Private_nonprofit
Southern College of Optometry,,,,,,,,Private_nonprofit
Tennessee Wesleyan University,45989.0,29264.0,14000.0,29264.0,0.09311782394751231,7569.0,5.7159466243889545,Private_nonprofit
The University of Tennessee-Chattanooga,51151.0,10144.0,12000.0,10144.0,2.8595228706624605,12731.0,1.7393763255046737,Public
The University of Tennessee-Knoxville,60249.0,13484.0,16000.0,13484.0,2.2815929991100563,21829.0,1.3506802876906867,Public
The University of Tennessee-Martin,44213.0,10208.0,12981.0,10208.0,2.0595611285266457,5793.0,4.00293457621267,Public
Tennessee School of Beauty of Knoxville Inc,19913.0,,5500.0,,,-18507.0,,Private_forprofit
Tennessee State University,42730.0,8568.0,17500.0,8568.0,1.9446778711484594,4310.0,6.048259860788863,Public
Tennessee Technological University,48501.0,10084.0,11000.0,10084.0,2.718861562871876,10081.0,2.0914591806368414,Public
Trevecca Nazarene University,49378.0,29790.0,14750.0,29790.0,0.16240349110439745,10958.0,4.064610330352254,Private_nonprofit
Northeast State Community College,34553.0,4542.0,3500.0,4542.0,5.836856010568032,-3867.0,,Public
Tusculum University,44367.0,28500.0,14250.0,28500.0,0.056736842105263155,5947.0,7.18849840255591,Private_nonprofit
Union University,53990.0,38450.0,16666.0,38450.0,-0.02928478543563069,15570.0,3.5398843930635837,Private_nonprofit
Vanderbilt University,91565.0,63946.0,12913.0,63946.0,0.22997529165233166,53145.0,1.446213190328347,Private_nonprofit
Volunteer State Community College,41150.0,4524.0,4727.0,4524.0,7.05106100795756,2730.0,3.3886446886446886,Public
Walters State Community College,37085.0,4519.0,3277.0,4519.0,6.481301172825846,-1335.0,,Public
William R Moore College of Technology,32194.0,9678.0,,9678.0,,-6226.0,,Private_nonprofit
Abilene Christian University,55736.0,42380.0,14750.0,42380.0,-0.032892873997168476,17316.0,3.299260799260799,Private_nonprofit
Alvin Community College,45762.0,1834.0,3500.0,1834.0,22.04362050163577,7342.0,0.7265050394987742,Public
Amarillo College,41302.0,2136.0,9500.0,2136.0,13.888576779026216,2882.0,4.037473976405274,Public
Amberton University,,,,,,,,Private_nonprofit
Angelina College,37301.0,3150.0,,3150.0,,-1119.0,,Public
Angelo State University,50116.0,8319.0,12394.0,8319.0,3.5344392354850345,11696.0,1.7709473324213407,Public
Arlington Baptist University,44644.0,19290.0,9500.0,19290.0,0.8218766200103681,6224.0,4.625642673521851,Private_nonprofit
Arlington Career Institute,36674.0,,8015.0,,,-1746.0,,Private_forprofit
Austin College,61296.0,46500.0,17500.0,46500.0,-0.058150537634408604,22876.0,2.7976919041790524,Private_nonprofit
Austin Community College District,43177.0,2550.0,6126.0,2550.0,13.529803921568627,4757.0,1.8238385537103217,Public
Austin Presbyterian Theological Seminary,,,,,,,,Private_nonprofit
Baldwin Beauty School-South Austin,24801.0,,5500.0,,,-13619.0,,Private_forprofit
Baptist Health System School of Health Professions,74220.0,14675.0,14342.0,14675.0,3.0802725724020443,35800.0,0.8105307262569832,Private_forprofit
Baptist Missionary Association Theological Seminary,,10050.0,,10050.0,,,,Private_nonprofit
Baylor College of Medicine,,,,,,,,Private_nonprofit
Baylor University,65793.0,54844.0,19500.0,54844.0,-0.15591495879221062,27373.0,2.7159609834508456,Private_nonprofit
Coastal Bend College,35086.0,2933.0,7445.0,2933.0,8.424139106716673,-3334.0,,Public
Blinn College District,46318.0,4580.0,5500.0,4580.0,7.912227074235808,7898.0,1.2762724740440619,Public
Remington College-Dallas Campus,31349.0,23785.0,9500.0,23785.0,-0.08139583771284423,-7071.0,,Private_nonprofit
Vet Tech Institute of Houston,35765.0,16024.0,12000.0,16024.0,0.48308786819770344,-2655.0,,Private_forprofit
Brazosport College,45910.0,2388.0,4250.0,2388.0,16.445561139028477,7490.0,0.8862483311081442,Public
