school,midcareer_pay,annual_cost,median_debt,total_cost,roi_debt_adjusted,earn_premium,break_even_years,sector
Fullerton College,43366.0,1150.0,6500.0,1150.0,31.057391304347828,4946.0,1.5467044076021028,Public
Gavilan College,47169.0,1506.0,5841.0,1506.0,26.44223107569721,8749.0,0.8397531146416733,Public
Gemological Institute of America-Carlsbad,42588.0,,8233.0,,,4168.0,,Private_nonprofit
Glendale Community College,41540.0,1181.0,7000.0,1181.0,28.24640135478408,3120.0,2.6221153846153844,Public
Glendale Career College,41472.0,,9321.0,,,3052.0,,Private_forprofit
Golden Gate University,87434.0,31243.0,18774.0,31243.0,1.197612265147393,49014.0,1.0204635410290936,Private_nonprofit
Golden West College,43145.0,1196.0,5500.0,1196.0,30.475752508361204,4725.0,1.417142857142857,Public
Graduate Theological Union,,,,,,,,Private_nonprofit
Grossmont College,40309.0,1332.0,4500.0,1332.0,25.883633633633632,1889.0,3.087347803070408,Public
Salon Success Academy-Riverside,21777.0,,10534.0,,,-16643.0,,Private_forprofit
Hartnell College,44316.0,1404.0,4500.0,1404.0,27.358974358974358,5896.0,1.0013568521031209,Public
Harvey Mudd College,138687.0,66255.0,19500.0,66255.0,0.7989132895630519,100267.0,0.8552664386089142,Private_nonprofit
Hilltop Beauty School,25477.0,,,,,-12943.0,,Private_forprofit
Pacifica Graduate Institute,,,,,,,,Private_forprofit
California State Polytechnic University-Humboldt,47626.0,7913.0,14500.0,7913.0,3.1862757487678506,9206.0,2.4346078644362374,Public
Humphreys University-Stockton and Modesto Campuses,39248.0,14760.0,25000.0,14760.0,-0.034688346883468835,828.0,48.01932367149758,Private_nonprofit
Imperial Valley College,34487.0,1126.0,,1126.0,,-3933.0,,Public
Institute for Business and Technology,38015.0,,7600.0,,,-405.0,,Private_forprofit
Interior Designers Institute,54974.0,20250.0,17667.0,20250.0,0.842320987654321,16554.0,2.2905038057267126,Private_forprofit
Irvine Valley College,49156.0,1156.0,4500.0,1156.0,37.62975778546713,10736.0,0.5268256333830105,Public
Bellus Academy-El Cajon,30807.0,,6330.0,,,-7613.0,,Private_forprofit
American Jewish University,61954.0,,18667.0,,,23534.0,,Private_nonprofit
Reedley College,38493.0,1334.0,3500.0,1334.0,25.231634182908547,73.0,66.21917808219177,Public
Life Pacific University,43299.0,20462.0,14000.0,20462.0,0.4318737171342,4879.0,7.063332650133224,Private_nonprofit
University of La Verne,65464.0,47000.0,21000.0,47000.0,-0.05395744680851064,27044.0,2.5144209436473894,Private_nonprofit
Laguna College of Art and Design,47867.0,35650.0,18875.0,35650.0,-0.1867601683029453,9447.0,5.771673547157828,Private_nonprofit
Lake Tahoe Community College,36657.0,1131.0,5100.0,1131.0,26.90185676392573,-1763.0,,Public
Lancaster Beauty School,16220.0,,7250.0,,,-22200.0,,Private_forprofit
Laney College,37282.0,1148.0,9301.0,1148.0,23.37369337979094,-1138.0,,Public
Lassen Community College,35994.0,1144.0,5500.0,1144.0,25.655594405594407,-2426.0,,Public
Latin American Bible Institute,,12320.0,,12320.0,,,,Private_nonprofit
Life Chiropractic College West,,,,,,,,Private_nonprofit
Lincoln University,53695.0,11420.0,12500.0,11420.0,2.6072679509632226,15275.0,1.5659574468085107,Private_nonprofit
Southern California Seminary,39607.0,18720.0,12034.0,18720.0,0.47291666666666665,1187.0,25.909014321819715,Private_nonprofit
La Sierra University,61824.0,35910.0,18500.0,35910.0,0.20646059593428015,23404.0,2.324816270722953,Private_nonprofit
Loma Linda University,89816.0,,17014.0,,,51396.0,,Private_nonprofit
Long Beach City College,38870.0,1556.0,7000.0,1556.0,19.482005141388175,450.0,19.013333333333332,Public
Southern California University of Health Sciences,70649.0,10769.0,10950.0,10769.0,4.543597362800631,32229.0,0.6738961804585932,Private_nonprofit
Los Angeles Harbor College,41133.0,1238.0,5795.0,1238.0,27.544426494345718,2713.0,2.5923332104681163,Public
Los Angeles Pierce College,44521.0,1238.0,12500.0,1238.0,24.865105008077546,6101.0,2.2517620062284873,Public
Los Angeles Southwest College,32172.0,1238.0,10000.0,1238.0,16.909531502423263,-6248.0,,Public
Los Angeles Trade Technical College,35233.0,1238.0,9500.0,1238.0,19.7859450726979,-3187.0,,Public
Los Angeles Valley College,42678.0,1238.0,9500.0,1238.0,25.79967689822294,4258.0,2.521841240018788,Public
The Master's University and Seminary,57106.0,36930.0,16327.0,36930.0,0.10422420796100731,18686.0,2.85010168040244,Private_nonprofit
Los Angeles City College,36190.0,1238.0,9500.0,1238.0,20.55896607431341,-2230.0,,Public
Los Angeles County College of Nursing and Allied Health,115318.0,,9500.0,,,76898.0,,Public
Los Angeles Mission College,39834.0,1238.0,10432.0,1238.0,22.749596122778676,1414.0,8.253182461103254,Public
Los Medanos College,42454.0,1312.0,9326.0,1312.0,24.25,4034.0,2.63708477937531,Public
Loyola Marymount University,78349.0,58974.0,15000.0,58974.0,0.0741852341709906,39929.0,1.8526384332189636,Private_nonprofit
Lu Ross Academy,23148.0,,6333.0,,,-15272.0,,Private_forprofit
Lyle's College of Beauty,25913.0,,6333.0,,,-12507.0,,Private_forprofit
Lyle's College of  Beauty,25913.0,,6333.0,,,-12507.0,,Private_forprofit
Lytles Redwood Empire Beauty College,20358.0,,7534.0,,,-18062.0,,Private_forprofit
MTI College,45328.0,,7060.0,,,6908.0,,Private_forprofit
College of Marin,42654.0,1558.0,10062.0,1558.0,19.919127086007702,4234.0,2.744449692961738,Public
Mendocino College,40243.0,1423.0,9500.0,1423.0,20.604356992269853,1823.0,5.991771804717499,Public
Menlo College,76419.0,51070.0,13000.0,51070.0,0.24180536518504014,37999.0,1.6860970025526987,Private_nonprofit
Merced College,37815.0,1194.0,4188.0,1194.0,27.16331658291457,-605.0,,Public
Merritt College,44392.0,1167.0,9500.0,1167.0,28.898886032562125,5972.0,1.7861687876758205,Public
Northeastern University Oakland,92538.0,63949.0,22000.0,63949.0,0.1030352311998624,54118.0,1.5881776857977012,Private_nonprofit
MiraCosta College,43845.0,1152.0,9488.0,1152.0,28.82378472222222,5425.0,1.961290322580645,Public
Mission College,50936.0,1438.0,8816.0,1438.0,28.29068150208623,12516.0,0.8192713326941515,Public
Modern Beauty Academy,22477.0,,8143.0,,,-15943.0,,Private_forprofit
Modesto Junior College,42368.0,1270.0,3375.0,1270.0,29.703149606299213,3948.0,1.176545086119554,Public
Moler Barber College,15204.0,,8374.0,,,-23216.0,,Private_forprofit
Middlebury Institute of International Studies at Monterey,76310.0,,11522.0,,,37890.0,,Private_nonprofit
Monterey Peninsula College,42176.0,1188.0,8250.0,1188.0,27.55723905723906,3756.0,2.512779552715655,Public
Moorpark College,49044.0,1416.0,7161.0,1416.0,28.578389830508474,10624.0,0.8073230421686747,Public
Mt San Antonio College,46283.0,1364.0,5500.0,1364.0,28.89956011730205,7863.0,0.8729492560091568,Public
Mount Saint Mary's University,72379.0,48132.0,22167.0,48132.0,0.04321449347627358,33959.0,2.070113960952914,Private_nonprofit
Mt San Jacinto Community College District,38319.0,1406.0,7000.0,1406.0,21.27524893314367,-101.0,,Public
Musicians Institute,32778.0,28400.0,6334.0,28400.0,-0.06887323943661972,-5642.0,,Private_forprofit
Napa Valley College,49517.0,1156.0,9371.0,1156.0,33.72837370242215,11097.0,0.9486347661530143,Public
National Holistic Institute,27978.0,,9500.0,,,-10442.0,,Private_forprofit
National University,67548.0,13320.0,18750.0,13320.0,2.6635135135135135,29128.0,1.1010024718483933,Private_nonprofit
Naval Postgraduate School,,,,,,,,Public
Newschool of Architecture and Design,68891.0,30291.0,23618.0,30291.0,0.49460235713578293,30471.0,1.7691903777362081,Private_forprofit
North Adrian's College of Beauty Inc,27269.0,,9500.0,,,-11151.0,,Private_forprofit
North-West College-Pomona,39876.0,,9500.0,,,1456.0,,Private_forprofit
North-West College-West Covina,37542.0,,9500.0,,,-878.0,,Private_forprofit
North-West College-Van Nuys,32488.0,,8419.0,,,-5932.0,,Private_forprofit
San Francisco Bay University,,8775.0,,8775.0,,,,Private_nonprofit
Notre Dame de Namur University,74576.0,,16500.0,,,36156.0,,Private_nonprofit
Occidental College,75951.0,63446.0,19000.0,63446.0,-0.1023705198121237,37531.0,2.1967440249393833,Private_nonprofit
Ohlone College,54278.0,1202.0,9500.0,1202.0,36.25291181364393,15858.0,0.6748644217429689,Public
Orange Coast College,47348.0,1208.0,6175.0,1208.0,33.08360927152318,8928.0,0.8269489247311828,Public
Otis College of Art and Design,58152.0,55513.0,20000.0,55513.0,-0.312737556968638,19732.0,3.826930873707683,Private_nonprofit
Oxnard College,41393.0,1416.0,7500.0,1416.0,22.935734463276837,2973.0,2.9989909182643792,Public
Hope International University,49697.0,36250.0,15738.0,36250.0,-0.0632,11277.0,4.61009133634832,Private_nonprofit
Concorde Career College-San Diego,39169.0,,9500.0,,,749.0,,Private_forprofit
Palo Alto University,83187.0,,15000.0,,,44767.0,,Private_nonprofit
Pacific Oaks College,52485.0,33360.0,23500.0,33360.0,-0.1311450839328537,14065.0,4.0426590828297195,Private_nonprofit
Pacific School of Religion,,,,,,,,Private_nonprofit
Pacific States University,,9810.0,,9810.0,,,,Private_nonprofit
Pacific Union College,70484.0,35214.0,19500.0,35214.0,0.44783324813994435,32064.0,1.7063997005988023,Private_nonprofit
University of the Pacific,78445.0,55340.0,17653.0,55340.0,0.09851825081315504,40025.0,1.82368519675203,Private_nonprofit
Palo Verde College,36389.0,1288.0,,1288.0,,-2031.0,,Public
Palomar College,42300.0,1354.0,3500.0,1354.0,27.65583456425406,3880.0,1.2510309278350515,Public
Pasadena City College,43937.0,1180.0,6036.0,1180.0,31.11949152542373,5517.0,1.307957223128512,Public
Pepperdine University,82939.0,66742.0,19500.0,66742.0,-0.04948907734260286,44519.0,1.937195354792336,Private_nonprofit
Pitzer College,69512.0,62692.0,13000.0,62692.0,-0.09857717093090028,31092.0,2.4344525923067026,Private_nonprofit
Point Loma Nazarene University,63998.0,43550.0,19500.0,43550.0,0.02176808266360505,25578.0,2.465008992102588,Private_nonprofit
Pomona College,77779.0,62326.0,10000.0,62326.0,0.08749157654911273,39359.0,1.8375974999364821,Private_nonprofit
Porterville College,36328.0,1409.0,,1409.0,,-2092.0,,Public
Professional Institute of Beauty,16886.0,,2976.0,,,-21534.0,,Private_forprofit
Santa Ana College,43552.0,1180.0,5500.0,1180.0,31.247457627118646,5132.0,1.3016367887763056,Public
Pardee RAND Graduate School,,,,,,,,Private_nonprofit
Shasta School of Cosmetology,,,,,,,,Private_forprofit
University of Redlands,72690.0,57614.0,21250.0,57614.0,-0.10716145381330927,34270.0,2.3012547417566385,Private_nonprofit
College of the Redwoods,36243.0,1147.0,6666.0,1147.0,24.786399302528334,-2177.0,,Public
Salon Success Academy-Upland,26956.0,,7116.0,,,-11464.0,,Private_forprofit
Salon Success Academy-Corona,22412.0,,7176.0,,,-16008.0,,Private_forprofit
Rio Hondo College,44950.0,1388.0,4750.0,1388.0,27.962536023054756,6530.0,0.9399693721286371,Public
Riverside City College,41091.0,1420.0,5500.0,1420.0,24.064084507042253,2671.0,2.590789966304755,Public
Dongguk University Los Angeles,,,,,,,,Private_nonprofit
Sacramento City College,42214.0,1288.0,9256.0,1288.0,24.588509316770185,3794.0,2.779124934106484,Public
Saddleback College,50874.0,1432.0,6988.0,1432.0,29.64664804469274,12454.0,0.6760880038541834,Public
Samuel Merritt University,143238.0,,20825.0,,,104818.0,,Private_nonprofit
San Diego City College,38503.0,1150.0,4500.0,1150.0,28.567826086956522,83.0,68.07228915662651,Public
San Diego Mesa College,45120.0,1150.0,4500.0,1150.0,34.321739130434786,6700.0,0.8432835820895522,Public
San Diego Miramar College,48224.0,1150.0,4239.0,1150.0,37.24782608695652,9804.0,0.5496736026111791,Public
San Diego State University,64909.0,8290.0,12847.0,8290.0,5.280096501809409,26489.0,0.7979538676431727,Public
University of San Diego,86522.0,56444.0,19019.0,56444.0,0.19592870810006377,48102.0,1.5688121076046735,Private_nonprofit
San Francisco Conservatory of Music,,54550.0,22000.0,54550.0,,,,Private_nonprofit
San Francisco State University,68077.0,7424.0,12923.0,7424.0,6.429148706896552,29657.0,0.6860774859223792,Public
University of San Francisco,89812.0,58222.0,19000.0,58222.0,0.21624128336367696,51392.0,1.5026074097135742,Private_nonprofit
San Joaquin College of Law,,,,,,,,Private_nonprofit
San Joaquin Delta College,43212.0,1288.0,7000.0,1288.0,27.114906832298136,4792.0,1.7295492487479132,Public
San Joaquin Valley College-Visalia,38317.0,,9773.0,,,-103.0,,Private_forprofit
San Joaquin Valley College-Bakersfield,38317.0,,9773.0,,,-103.0,,Private_forprofit
William Jessup University,56257.0,37150.0,14419.0,37150.0,0.12619111709286676,17837.0,2.8911251892134326,Private_nonprofit
San Jose City College,46215.0,1366.0,5500.0,1366.0,28.806002928257687,7795.0,0.880821039127646,Public
San Jose State University,78988.0,7992.0,12000.0,7992.0,7.381881881881882,40568.0,0.49280220863734964,Public
College of San Mateo,54172.0,1332.0,6875.0,1332.0,34.50825825825826,15752.0,0.5210132046724225,Public
Santa Barbara City College,47647.0,1234.0,8250.0,1234.0,30.926256077795784,9227.0,1.0278530399913297,Public
Santa Clara University,109183.0,59241.0,16845.0,59241.0,0.5586840195135127,70763.0,1.075222927235985,Private_nonprofit
Santa Monica College,42193.0,1156.0,6500.0,1156.0,29.87629757785467,3773.0,2.0291545189504374,Public
Santa Rosa Junior College,47224.0,1318.0,7250.0,1318.0,29.32928679817906,8804.0,0.9731940027260336,Public
Saybrook University,,,,,,,,Private_nonprofit
Scripps College,77539.0,63434.0,11853.0,63434.0,0.03550146609073998,39119.0,1.924563511337202,Private_nonprofit
College of the Sequoias,39092.0,1394.0,4500.0,1394.0,23.814921090387376,672.0,8.770833333333334,Public
Shasta Bible College and Graduate School,28891.0,14535.0,,14535.0,,-9529.0,,Private_nonprofit
Shasta College,39269.0,1197.0,9500.0,1197.0,23.86967418546366,849.0,12.599528857479388,Public
Sierra College,45294.0,1156.0,9500.0,1156.0,29.963667820069205,6874.0,1.5501891184172243,Public
Sierra College of Beauty,18519.0,,,,,-19901.0,,Private_forprofit
Trinity Law School,46989.0,,19500.0,,,8569.0,,Private_nonprofit
Simpson University,54340.0,38522.0,13000.0,38522.0,0.07315300347853175,15920.0,3.2363065326633165,Private_nonprofit
College of the Siskiyous,39098.0,1444.0,8000.0,1444.0,20.53601108033241,678.0,13.929203539823009,Public
Charles A Jones Career and Education Center,41047.0,,5308.0,,,2627.0,,Public
Skyline College,55702.0,1332.0,7500.0,1332.0,35.187687687687685,17282.0,0.511051961578521,Public
San Bernardino Valley College,39676.0,1185.0,3938.0,1185.0,29.158649789029536,1256.0,4.078821656050955,Public
Saint Mary's College of California,78812.0,56134.0,19500.0,56134.0,0.0566145295186518,40392.0,1.872499504852446,Private_nonprofit
Solano Community College,44170.0,1172.0,9500.0,1172.0,28.581911262798634,5750.0,1.856,Public
Sonoma State University,65986.0,8190.0,13000.0,8190.0,5.46959706959707,27566.0,0.768700573169847,Public
South Baylo University,,,14000.0,,,,,Private_nonprofit
South Coast College,44897.0,13409.0,17346.0,13409.0,1.0546647773883213,6477.0,4.748340280994287,Private_forprofit
Vanguard University of Southern California,59541.0,39950.0,15000.0,39950.0,0.11491864831038799,21121.0,2.6016760570048767,Private_nonprofit
Concorde Career College-Garden Grove,45711.0,,9500.0,,,7291.0,,Private_forprofit
Southwestern College,40060.0,1344.0,4044.0,1344.0,25.797619047619047,1640.0,3.2853658536585364,Public
Starr King School for the Ministry,,,,,,,,Private_nonprofit
Marshall B Ketchum University,,,,,,,,Private_nonprofit
Southern California Institute of Architecture,71909.0,53564.0,33250.0,53564.0,-0.27826525278171904,33489.0,2.5923138941144854,Private_nonprofit
University of Southern California,92498.0,68237.0,16112.0,68237.0,0.11942201444963876,54078.0,1.5597655238729242,Private_nonprofit
Southwestern Law School,,,,,,,,Private_nonprofit
Taft College,38861.0,1108.0,,1108.0,,441.0,,Public
Claremont School of Theology,,,,,,,,Private_nonprofit
Thomas Aquinas College,55619.0,28700.0,18000.0,28700.0,0.31076655052264807,17199.0,2.7152741438455723,Private_nonprofit
Epic Bible College & Graduate School,37822.0,15072.0,16446.0,15072.0,0.4182590233545648,-598.0,,Private_nonprofit
UEI College-Huntington Park,31141.0,,9500.0,,,-7279.0,,Private_forprofit
Concorde Career College-San Bernardino,39993.0,,9500.0,,,1573.0,,Private_forprofit
Concorde Career College-North Hollywood,50552.0,,9500.0,,,12132.0,,Private_forprofit
Ventura College,43430.0,1416.0,6500.0,1416.0,25.08050847457627,5010.0,1.5800399201596806,Public
The Colleges of Law at Ventura,,,,,,,,Private_nonprofit
Bridges Beauty College,17287.0,,,,,-21133.0,,Private_forprofit
Victor Valley College,36119.0,1425.0,7500.0,1425.0,19.083508771929825,-2301.0,,Public
Berkeley City College,41217.0,1148.0,9500.0,1148.0,26.628048780487806,2797.0,3.8069360028602075,Public
Walden University,42810.0,12498.0,11500.0,12498.0,1.5052008321331414,4390.0,5.466514806378132,Private_forprofit
Waynes College of Beauty,,,4424.0,,,,,Private_forprofit
Coalinga College,37633.0,1384.0,5500.0,1384.0,22.21748554913295,-787.0,,Public
West Los Angeles College,38537.0,1238.0,9500.0,1238.0,22.45476575121163,117.0,91.77777777777777,Public
West Valley College,51688.0,1490.0,7000.0,1490.0,28.99194630872483,13268.0,0.639885438649382,Public
Carrington College-Sacramento,39633.0,,10460.0,,,1213.0,,Private_forprofit
Westminster Theological Seminary in California,,,,,,,,Private_nonprofit
Westmont College,64778.0,51790.0,19343.0,51790.0,-0.12270708631009847,26358.0,2.698725244707489,Private_nonprofit
Whittier College,59492.0,49864.0,18125.0,49864.0,-0.170403497513236,21072.0,3.226509111617312,Private_nonprofit
Woodbury University,65668.0,44886.0,21500.0,44886.0,-0.015996078955576348,27248.0,2.436362301820317,Private_nonprofit
The Wright Institute,,,,,,,,Private_nonprofit
Thomas Jefferson School of Law,,,,,,,,Private_nonprofit
Yeshiva Ohr Elchonon Chabad West Coast Talmudical Seminary,48361.0,16900.0,,16900.0,,9941.0,,Private_nonprofit
